ocr_text,document_type
"pay peri0d ending 08/06/1988
employee id 601557087586
gross earnings 2621.51
earnings statement
federal tax state t@x net pay 8252.94",Last Pay Stubs
"issued by district hospital
medical board assessmcnt
certificate of disability
percentage of disability 28%
disability type: locomotor/visua1/he@ring
udid number 4451896790",Disability Certificate
"registered document no 75803368
property situated at rua das f1ores 88 sao paulo
this indenturc made between
sale dced",Property Documents
"national  identity document uscd for kyc verification in india 
",Aadhaar Card
doctor's evaluati0n used to certify a disability in brazil,Medical/Disability Report
legal paperwork proving who owns a piece of land or a house,Property Documents
"tax form showing wages and taxes withheld for the year
year to date gross 9743.68 
",Proof of Income
"ration card no 34715813
fair price shop
state food civil supplies department
family members 88
public distribution system",Ration Card
document used to confirm how old a person is,Age Proof
"nome completo sarah johnson
data de nascimcnto 03/02/1965
receita federal do brasil
cadastro de pessoas físicas",CPF
"title  document for a residential or commercial property
sale deed",Property Documents
"brazilian utility bill used as proof of address 
",Comprovante de Residência
"lease term begins 12/05/1981 ends 12/05/1981
landlord rohan mehta tenant rohan mchta
security deposit 1896.65
month1y rent due on the first of each month 8337.02
residential lease agreement",Lease Agreement
"household card used to buy subsidized food grains from the government shop
c@rd type: above poverty line",Ration Card
"national hcalth card used to access public healthcare services in brazil
cartão nacional de saúde",Cartão Nacional de Saúde
"issued by district hospital
percentage of dis@bility 50%
medical board assessment 
",Disability Certificate
"registration  no 0560895586
p1ace of birth 78 andheri e@st mumbai
municipa1 c0rporation birth registry
certificate of birth
scx male/fem@1e",Birth Certificate
"sale  deed
property situated at 12 main st 5pringfield
survey number 78968194 p1ot are@",Property Documents
"brazilian government registry for low-income families seeking social programs
renda familiar 6156.17",CadÚnico Registration
"registered deed transferring ownership of real estate
survey number 992033659830 plot area",Property Documents
"earnings  statement
federal tax state tax nct pay 513.00
pay period ending 16/04/2008
gross earnings 6295.59
employee id 114025799457",Last Pay Stubs
"issued  by gram panchayat office
bpl card holder maria souza
below poverty line certificate",BPL Certificate
"this is t0 certify that 5arah johnson was born on 10/05/2009
municipal c0rp0ration birth registry
sex male/femalc
certificate of birth
place 0f birth rua das flores 88 s@o paulo
registration no 89638442",Birth Certificate
"brazilian government rcgistry for low-income families seeking social programs 
",CadÚnico Registration
official brazilian id card issued by public security department,RG (ID)
"renda familiar 8673.08
cadastro único par@ programas sociais
número do cadúnico 104644747686
número dc idcntificação social nis 1799763339 
",CadÚnico Registration
passport or driving license used to verify identity,Government ID
"certificate of birth
place of birth 221b baker street
sex male/female 
",Birth Certificate
doctor-issued assessment of physical or sensory impairmcnt,Disability Certificate
"laudo  médico
percentu@l de incapacidade 29%
médico responsável priya nair
avaliação de dcficiência
cid bhe069",Medical/Disability Report
"official document confirming a person's disability for benefit purposes 
",Disability Certificate
"tax form showing wages and taxes withheld for the year
form w-2 wage @nd tax statement",Proof of Income
"family entitlement card for the public food distribution scheme
fair price shop",Ration Card
"conta de luz endercço 45 mg road bengaluru
companhia de energia elétrica
fatura referente ao mês marco
comprovante de residência",Comprovante de Residência
"federal income tax withheld 2893.64
year to date gross 3199.94
wages tips other compensation 9773.80
employer identification number 94348482
pay stub earnings statcment
form w-2 wage and tax statement 
",Proof of Income
"registro geral
secretaria de segurança pública
filiação vikram rao
rg número 489431224458
carteira de identidade",RG (ID)
"tax form showing wages and taxes withheld for the year
federal income tax withheld 894.73",Proof of Income
"residential lease agreement
sccurity deposit 4483.16
landlord maria souza tenant mari@ 5ouza
monthly rent duc on the first 0f each month 5164.25",Lease Agreement
"transaction  history showing account activity over a period
account statement",Bank Statement
"sistema único dc saúde sus
cartão nacional de s@úde
ministério da saúde
nome do usuário maria souza
número do cartão 748439 
",Cartão Nacional de Saúde
"treatment summary discharge notes
patient medical record
diagnosis 78 andheri east mumbai",Medical Records
"municipal  corporation birth registry
placc of birth 300 lakeview ave chicago
sex male/female",Birth Certificate
"comprovante de residência
companhia de energia elétrica
conta de luz endereço 221b baker street
fatura referentc ao mês fevereiro",Comprovante de Residência
"residential  lease agreement
monthly rent due on the first of each month 3784.02
lease term begins 15/10/2006 ends 15/10/2006
landlord vikram rao tenant vikram rao
security deposit 9612.29",Lease Agreement
"employment history summary
dates of employment 20/08/2003 to 20/08/2003
work history vcrific@tion letter
employer rohan mehta position 221b b@ker 5treet 
",Work History
"social security administration
social security card issued
s0cial security number 3374382732
this c@rd belongs to james c@rter",Social Security Number
"cartão  nacional de saúde
sistema único dc saúde sus
número do c@rtão 515876
ministério da saúde
nome do usuário vikram rao",Cartão Nacional de Saúde
"conta de luz endereço 221b baker street
comprovante de residência
f@tura referente ao mês may
companhia de energia elétrica",Comprovante de Residência
"enrolment no 8214717224
gender male
addrcss: 221b baker street
aadhaar no 7789413006
uidai मेरा आधार मेरी पहचान",Aadhaar Card
"electricity bill
residential certificate issued to fernanda lima
pro0f of residence",Address Proof
"officia1 mail used to verify where you reside
utility connection valid for 78 andheri east mumbai",Address Proof
"comp@nhia de encrgi@ elétrica
conta de luz endereço 78 andheri east mumbai
fatur@ referente @o mês april
compr0vante de residência",Comprovante de Residência
"cid 1939dd
percentual de incapacidade 99%
médico responsável james carter",Medical/Disability Report
"single registry number used to apply for brazilian social benefits
renda familiar 4276.50 
",CadÚnico Registration
"ctps númer0 352503166419 série 352503166419
contrato dc trabalho
carteira de traba1ho e previdência social
data de admissão 17/11/2004",Carteira de Trabalho
"issued  by gram panchayat office
family inc0me below poverty 1ine threshold
below poverty linc certificate
bpl survey no 06875054
8pl card holder vikram rao 
",BPL Certificate
official document stating a person's yearly earnings issued by a revenue officer,Income Certificate
"pay peri0d 20/04/2011
basic salary hra dcductions
employee name maria souza
gross pay 7704.81",Income Proof
"diagnosis 45 mg road beng@luru
date of visit 07/09/1978
attending physici@n anita desai
patient medical record",Medical Records
"official photo identification issued by a government agency
identification card issued by department of motor vehicles",Government ID
"empl0yer vikram rao position 45 mg road bengaluru
employment history summary
dates of employment 07/10/1988 to 07/10/1988
work history verification letter",Work History
